Id,ict-index,influence,creativity,threat,value_form,web_name,now_cost,position,team,minutes,bps,points-per-game,points-last-game,playing-chance,big_chances_created,attempted_passes,completed_passes,was_home,clean_sheets,assists,open_play_crosses,dribbles
300,45.2,119.6,129.3,203.0,0.6,Atsu,51,MD,NEW,742,92,3.6,3,100,0,25,20,True,1,0,0,2
302,42.9,114.2,147.1,168.0,0.7,Prez,54,ST,NEW,741,66,2.9,2,,0,8,6,True,1,0,0,0
303,11.0,42.2,22.1,45.0,0.1,Mitrovic,48,ST,NEW,30,27,3.0,1,100,0,5,2,True,0,0,0,0
306,21.2,211.2,0.0,0.0,1.0,Forster,51,GK,SOU,810,183,5.2,6,,0,20,11,True,1,0,0,0
307,37.1,113.2,167.1,90.0,0.5,Bertrand,55,DF,SOU,805,165,3.6,6,,0,67,58,True,1,0,0,1
308,35.5,213.4,36.3,105.0,1.1,Yoshida,51,DF,SOU,720,189,5.5,8,,0,52,48,True,1,0,0,0
310,37.8,136.4,138.7,102.0,0.5,Cdric,50,DF,SOU,802,148,3.3,6,,0,49,37,True,1,0,2,0
311,18.0,110.8,28.9,41.0,0.7,van Dijk,54,DF,SOU,273,67,3.0,9,100,1,71,58,True,1,0,0,0
313,15.1,95.6,13.5,42.0,0.0,Stephens,47,DF,SOU,360,85,3.8,0,,0,0,0,True,0,0,0,0
316,45.9,169.8,228.6,60.0,0.4,Davis,51,MD,SOU,684,164,3.6,3,,0,76,66,True,1,0,1,0
317,15.6,23.2,81.8,53.0,0.0,Ward-Prowse,52,MD,SOU,171,26,1.3,0,,0,0,0,True,0,0,0,0
318,65.0,142.0,266.1,240.0,0.3,Tadic,65,MD,SOU,734,111,2.7,3,,0,47,38,True,1,0,0,4
320,39.6,149.6,150.6,96.0,0.5,Oriol Romeu,44,MD,SOU,764,132,2.1,3,,0,62,54,True,1,0,0,0
322,17.9,71.6,73.9,34.0,0.6,Boufal,57,MD,SOU,160,58,2.6,8,,0,10,10,True,0,0,0,4
324,61.4,117.4,291.5,204.0,0.5,Redmond,63,MD,SOU,677,99,2.9,1,,1,17,15,True,0,0,0,1
325,30.6,45.6,112.7,150.0,0.7,Long,58,ST,SOU,480,41,2.1,2,100,0,19,10,True,1,0,0,0
326,11.2,38.0,22.2,55.0,0.2,Austin,61,ST,SOU,78,41,1.9,1,100,0,7,6,True,0,0,0,0
327,28.6,109.0,61.0,130.0,0.8,Gabbiadini,66,ST,SOU,506,100,3.3,2,,0,22,15,True,1,0,0,1
